measured_on,inv_string01_ac_output_(kwh)_inv_150164,inv_string01_ac_output_(power_factor)_inv_150165,inv_string01_ac_voltage_(v)_inv_150163,inv_string01_dc_voltage_(v)_inv_150162,inv_string01_temperature_(c)_inv_150166
2019-01-26 04:45:00,0.0,0.0,123.062,0.0,0.0
2019-01-26 18:45:00,0.0,0.0,121.844,0.0,0.0
2019-01-27 00:45:00,0.0,0.0,123.094,0.0,0.0
2019-01-27 14:44:00,0.0,0.0,123.219,0.0,0.0
2019-01-28 06:45:00,0.0,0.0,124.375,0.0,0.0
2019-01-28 10:45:00,0.0,0.0,123.812,0.0,0.0
2019-01-28 20:44:00,0.0,0.0,122.281,0.0,0.0
2019-01-29 02:45:00,0.0,0.0,120.297,0.0,0.0
2019-01-29 16:45:00,0.0,0.0,122.531,0.0,0.0
2019-01-30 08:44:00,0.0,0.0,123.062,0.0,0.0
2019-01-30 12:45:00,0.0,0.0,123.062,0.0,0.0
2019-01-30 22:45:00,0.0,0.0,120.844,0.0,0.0
2019-01-31 04:45:00,0.0,0.0,122.781,0.0,0.0
2019-01-31 18:44:00,0.0,0.0,122.562,0.0,0.0
2019-02-01 00:45:00,0.0,0.0,120.344,0.0,0.0
2019-02-01 14:44:00,0.0,0.0,123.312,0.0,0.0
2019-02-02 06:45:00,0.0,0.0,124.047,0.0,0.0
2019-02-02 10:44:00,0.0,0.0,122.766,0.0,0.0
2019-02-02 20:44:00,0.0,0.0,120.922,0.0,0.0
2019-02-03 02:45:00,0.0,0.0,122.203,0.0,0.0
2019-02-03 16:45:00,0.0,0.0,122.281,0.0,0.0
2019-02-04 08:44:00,0.0,0.0,123.734,0.0,0.0
2019-02-04 12:45:00,0.0,0.0,123.672,0.0,0.0
2019-02-04 22:45:00,0.0,0.0,120.969,0.0,0.0
2019-02-05 04:45:00,0.0,0.0,122.656,0.0,0.0
2019-02-05 18:44:00,0.0,0.0,122.609,0.0,0.0
2019-02-06 00:45:00,0.0,0.0,121.406,0.0,0.0
2019-02-06 14:44:00,0.0,0.0,123.281,0.0,0.0
2019-02-07 06:45:00,0.0,0.0,124.578,0.0,0.0
2019-02-07 10:44:00,0.0,0.0,123.328,0.0,0.0
2019-02-07 20:44:00,0.0,0.0,121.281,0.0,0.0
2019-02-08 02:44:00,0.0,0.0,122.359,0.0,0.0
2019-02-08 16:45:00,0.0,0.0,122.656,0.0,0.0
2019-02-09 08:45:00,0.0,0.0,123.766,0.0,0.0
2019-02-09 12:44:00,0.0,0.0,123.469,0.0,0.0
2019-02-09 22:45:00,0.0,0.0,121.422,0.0,0.0
2019-02-10 04:44:00,0.0,0.0,123.906,0.0,0.0
2019-02-10 18:45:00,0.0,0.0,122.0,0.0,0.0
2019-02-11 03:00:00,0.0,0.0,122.562,0.0,0.0
2019-02-11 14:45:00,0.0,0.0,123.984,0.0,0.0
2019-02-11 16:59:00,0.0,0.0,121.078,0.0,0.0
2019-02-12 06:25:00,0.0,0.0,124.828,0.0,0.0
2019-02-12 09:59:00,0.0,0.0,122.984,0.0,0.0
2019-02-12 10:04:00,0.0,0.0,122.391,495.812,27.5379
2019-02-12 10:09:00,0.0,0.996340348,122.078,527.562,29.7044
2019-02-12 10:14:00,3.264,0.969723954,122.656,398.75,30.5112
2019-02-12 10:19:00,3.263,0.96183953,123.516,398.812,33.1368
2019-02-12 10:24:00,2.955,0.994609164,122.672,398.375,34.7699
2019-02-12 10:29:00,2.212,0.998632011,122.406,398.625,35.8806
2019-02-12 10:34:00,2.202,0.997876858,122.047,398.75,36.6811
2019-02-12 10:39:00,2.831,0.997742664,122.109,399.0,37.3956
2019-02-12 10:44:00,2.648,0.995154452,122.516,398.562,38.0675
2019-02-12 10:49:00,4.93,0.994402985,123.453,398.562,38.6508
2019-02-12 10:54:00,4.806,0.0,122.594,399.125,39.8039
2019-02-12 10:59:00,0.0,0.0,121.75,450.75,40.46
2019-02-12 11:14:00,3.021,0.0,122.047,399.062,38.0
2019-02-12 11:29:00,4.665,0.0,122.766,399.188,42.0
2019-02-12 11:44:00,4.725,0.0,121.984,398.75,40.0
2019-02-12 11:59:00,3.397,0.0,121.984,399.125,40.0
2019-02-12 12:14:00,5.114,0.0,122.859,398.938,40.0
2019-02-12 12:29:00,5.569,0.0,121.766,399.062,40.0
2019-02-12 12:44:00,5.426,0.0,121.953,398.812,42.0
2019-02-12 12:59:00,5.568,0.0,122.469,398.75,42.0
2019-02-12 13:14:00,5.268,0.0,121.453,398.688,42.0
2019-02-12 13:29:00,5.045,0.0,120.688,398.688,42.0
2019-02-12 13:44:00,4.925,0.0,121.5,398.625,44.0
2019-02-12 13:59:00,4.871,0.0,120.969,398.688,44.0
2019-02-12 14:14:00,4.649,0.0,120.656,398.875,44.0
2019-02-12 14:29:00,4.916,0.0,120.953,399.25,44.0
2019-02-12 14:44:00,4.45,0.0,120.125,398.688,44.0
2019-02-12 14:59:00,4.323,0.0,120.297,398.688,44.0
2019-02-12 15:14:00,3.902,0.0,120.625,398.938,42.0
2019-02-12 15:29:00,3.641,0.0,120.75,399.188,42.0
2019-02-12 15:44:00,1.617,0.0,121.469,398.875,42.0
2019-02-12 15:59:00,3.179,0.0,121.281,399.25,42.0
2019-02-12 16:14:00,3.012,0.0,121.25,399.125,40.0
2019-02-12 16:29:00,2.587,0.0,120.984,398.938,40.0
2019-02-12 16:44:00,2.302,0.0,121.859,398.938,40.0
2019-02-12 16:59:00,2.024,0.0,121.859,399.0,40.0
2019-02-12 17:14:00,1.646,0.0,122.141,398.875,40.0
2019-02-12 17:29:00,1.049,0.0,122.312,398.688,44.0
2019-02-12 17:44:00,0.5899999999999999,0.0,121.797,398.625,42.0
2019-02-12 17:59:00,0.281,0.0,122.406,398.438,44.0
2019-02-12 18:14:00,0.097,0.0,122.391,399.125,44.0
2019-02-12 18:29:00,0.008,0.0,122.328,398.312,42.0
2019-02-12 20:25:00,0.0,0.0,122.828,30.5,38.0
2019-02-13 06:24:00,0.0,0.0,124.969,0.0,0.0
2019-02-13 07:10:00,0.0,0.0,122.922,0.0,0.0
2019-02-13 07:25:00,0.0,0.0,123.125,164.562,24.0
2019-02-13 07:40:00,0.158,0.0,122.922,398.375,28.0
2019-02-13 07:55:00,0.2349999999999999,0.0,122.594,398.5,30.0
2019-02-13 08:10:00,0.271,0.0,121.781,398.75,32.0
2019-02-13 08:25:00,0.396,0.0,122.938,398.438,32.0
2019-02-13 08:40:00,0.807,0.0,122.672,398.938,34.0
2019-02-13 08:55:00,1.152,0.0,122.703,398.562,34.0
2019-02-13 09:10:00,0.951,0.0,123.141,399.188,34.0
2019-02-13 09:25:00,1.404,0.0,122.297,398.875,34.0
2019-02-13 09:40:00,1.53,0.0,122.562,399.062,36.0
2019-02-13 09:55:00,1.878,0.0,122.391,398.938,36.0
2019-02-13 10:10:00,1.965,0.0,122.812,398.812,36.0
2019-02-13 10:25:00,2.676,0.0,122.641,399.312,38.0
2019-02-13 10:40:00,2.74,0.0,122.688,399.0,38.0
2019-02-13 10:55:00,3.619,0.0,122.281,399.125,40.0
2019-02-13 11:10:00,4.73,0.0,123.0,398.625,44.0
2019-02-13 11:25:00,4.844,0.0,122.078,398.688,42.0
2019-02-13 11:40:00,2.256,0.0,121.781,398.562,42.0
2019-02-13 11:55:00,5.718,0.0,122.938,398.688,40.0
2019-02-13 12:10:00,4.641,0.0,122.219,399.438,42.0
2019-02-13 12:25:00,3.087,0.0,122.578,398.875,40.0
2019-02-13 12:40:00,3.613,0.0,122.641,399.125,40.0
2019-02-13 12:55:00,3.477,0.0,120.734,398.688,42.0
2019-02-13 13:10:00,4.334,0.0,121.656,398.562,42.0
2019-02-13 13:25:00,4.686,0.0,120.75,398.812,42.0
2019-02-13 13:39:00,5.506,0.0,122.031,398.812,42.0
2019-02-13 13:54:00,5.049,0.0,120.766,398.938,42.0
2019-02-13 14:09:00,4.737,0.0,120.984,398.938,42.0
2019-02-13 14:24:00,4.666,0.0,119.922,398.688,42.0
2019-02-13 14:39:00,4.422,0.0,121.391,398.312,42.0
2019-02-13 14:54:00,4.376,0.0,120.266,398.625,42.0
2019-02-13 15:09:00,4.024,0.0,120.234,398.938,42.0
2019-02-13 15:24:00,3.685,0.0,121.297,398.812,42.0
2019-02-13 15:39:00,3.826,0.0,122.516,398.812,40.0
2019-02-13 15:54:00,3.352,0.0,122.047,398.812,40.0
2019-02-13 16:09:00,0.0,0.0,120.625,554.25,42.0
2019-02-13 16:24:00,2.202,0.0,121.125,399.0,44.0
2019-02-13 16:39:00,1.375,0.0,120.734,398.5,42.0
2019-02-13 16:54:00,0.788,0.0,121.219,398.562,40.0
2019-02-13 17:09:00,1.947,0.0,121.703,398.875,42.0
2019-02-13 17:24:00,1.54,0.0,122.078,399.0,42.0
2019-02-13 17:39:00,0.915,0.0,121.828,398.812,42.0
2019-02-13 17:54:00,0.647,0.0,122.766,398.688,42.0
2019-02-13 18:09:00,0.117,0.0,122.297,398.438,40.0
2019-02-13 18:24:00,0.0109999999999999,0.0,122.922,398.562,40.0
2019-02-13 20:24:00,0.0,0.0,123.203,48.8125,38.0
2019-02-14 06:26:00,0.0,0.0,124.469,0.0,0.0
2019-02-14 07:29:00,0.0,0.0,122.844,0.0,0.0
2019-02-14 07:44:00,0.765,0.0,123.406,398.812,30.0
2019-02-14 07:59:00,1.144,0.0,123.625,398.75,32.0
2019-02-14 08:14:00,1.452,0.0,123.469,399.312,34.0
2019-02-14 08:29:00,1.865,0.0,123.266,399.062,34.0
2019-02-14 08:44:00,2.568,0.0,122.875,398.812,34.0
2019-02-14 08:59:00,2.976,0.0,122.75,398.875,36.0
2019-02-14 09:14:00,3.535,0.0,122.234,398.5,38.0
2019-02-14 09:29:00,3.045,0.0,121.875,398.562,40.0
2019-02-14 09:44:00,3.241,0.0,122.234,398.812,40.0
2019-02-14 09:59:00,3.85,0.0,122.062,398.875,42.0
2019-02-14 10:14:00,4.434,0.0,122.5,398.938,42.0
2019-02-14 10:29:00,1.465,0.0,121.766,398.938,38.0
2019-02-14 10:44:00,5.636,0.0,121.047,398.75,42.0
2019-02-14 10:59:00,5.896,0.0,121.672,398.625,40.0
2019-02-14 11:14:00,3.439,0.0,121.141,398.75,40.0
2019-02-14 11:29:00,2.386,0.0,121.422,398.625,40.0
2019-02-14 11:44:00,6.67,0.0,121.828,398.688,40.0
2019-02-14 11:59:00,7.105,0.0,121.953,399.062,42.0
2019-02-14 12:14:00,2.414,0.0,121.062,398.75,42.0
2019-02-14 12:29:00,2.772,0.0,121.0,399.0,40.0
2019-02-14 12:44:00,2.885,0.0,121.422,399.0,42.0
2019-02-14 12:59:00,3.022,0.0,121.672,399.0,42.0
2019-02-14 13:14:00,3.5,0.0,121.516,398.938,40.0
2019-02-14 13:29:00,2.742,0.0,121.578,399.125,42.0
2019-02-14 13:44:00,1.876,0.0,121.219,398.688,42.0
2019-02-14 13:59:00,2.221,0.0,121.344,398.812,42.0
2019-02-14 14:14:00,2.137,0.0,121.422,399.0,44.0
2019-02-14 14:29:00,2.259,0.0,122.234,398.938,42.0
2019-02-14 14:44:00,2.217,0.0,121.078,398.938,44.0
2019-02-14 14:59:00,2.463,0.0,121.969,398.938,44.0
2019-02-14 15:14:00,1.328,0.0,121.391,398.625,44.0
2019-02-14 15:29:00,2.028,0.0,122.031,398.625,42.0
2019-02-14 15:44:00,1.705,0.0,121.688,398.562,42.0
2019-02-14 15:59:00,3.522,0.0,122.125,398.625,42.0
2019-02-14 16:14:00,1.105,0.0,122.172,398.875,42.0
2019-02-14 16:29:00,0.754,0.0,122.172,398.875,42.0
2019-02-14 16:44:00,2.639,0.0,121.891,398.938,40.0
2019-02-14 16:59:00,1.941,0.0,121.688,398.938,40.0
2019-02-14 17:14:00,1.783,0.0,122.203,398.812,40.0
2019-02-14 17:29:00,0.0,0.0,121.359,508.812,40.0
2019-02-14 17:44:00,0.5869999999999999,0.0,122.234,399.0,38.0
2019-02-14 17:59:00,0.318,0.0,122.969,398.125,38.0
2019-02-14 18:14:00,0.107,0.0,123.078,398.688,38.0
2019-02-14 18:29:00,0.016,0.0,123.375,398.188,38.0
2019-02-14 20:26:00,0.0,0.0,123.438,36.375,34.0
2019-02-15 06:25:00,0.0,0.0,124.844,0.0,0.0
2019-02-15 07:41:00,0.0,0.0,122.625,0.0,0.0
2019-02-15 07:56:00,0.136,0.0,122.594,398.688,28.0
2019-02-15 08:11:00,0.439,0.0,122.969,398.812,32.0
2019-02-15 08:26:00,0.76,0.0,123.188,398.5,34.0
2019-02-15 08:41:00,0.998,0.0,123.328,398.5,34.0
2019-02-15 08:56:00,1.142,0.0,122.922,398.875,36.0
2019-02-15 09:11:00,0.0,0.0,123.031,508.188,36.0
2019-02-15 09:26:00,3.218,0.0,123.25,398.75,32.0
2019-02-15 09:41:00,3.081,0.0,123.766,399.25,38.0
2019-02-15 09:56:00,0.0,0.0,122.516,445.875,40.0
2019-02-15 10:11:00,3.638,0.0,123.156,398.75,38.0
2019-02-15 10:26:00,4.231,0.0,123.031,399.25,42.0
2019-02-15 10:41:00,1.736,0.0,122.391,399.062,40.0
2019-02-15 10:56:00,5.563,0.0,122.094,399.0,42.0
2019-02-15 11:11:00,4.858,0.0,122.531,398.688,42.0
2019-02-15 11:26:00,4.977,0.0,121.812,398.438,44.0
2019-02-15 11:41:00,4.905,0.0,122.484,399.125,42.0
2019-02-15 11:56:00,4.929,0.0,121.188,398.5,42.0
2019-02-15 12:11:00,4.656,0.0,122.234,398.75,42.0
2019-02-15 12:26:00,6.118,0.0,121.938,399.188,40.0
2019-02-15 12:41:00,4.133,0.0,122.469,398.938,44.0
2019-02-15 12:56:00,2.271,0.0,121.297,398.812,40.0
2019-02-15 13:11:00,6.102,0.0,121.859,398.812,40.0
2019-02-15 13:26:00,2.2,0.0,121.453,398.438,40.0
2019-02-15 13:41:00,5.385,0.0,121.859,398.438,44.0
2019-02-15 13:56:00,5.448,0.0,122.359,398.75,40.0
2019-02-15 14:11:00,4.91,0.0,121.578,400.062,40.0
2019-02-15 14:26:00,1.658,0.0,121.578,398.938,44.0
2019-02-15 14:41:00,2.795,0.0,122.359,399.0,44.0
2019-02-15 14:56:00,2.836,0.0,121.438,398.938,42.0
2019-02-15 15:11:00,3.31,0.0,121.359,398.812,40.0
2019-02-15 15:26:00,2.763,0.0,121.547,398.938,42.0
2019-02-15 15:41:00,3.78,0.0,121.641,398.875,42.0
2019-02-15 15:56:00,1.974,0.0,120.828,398.625,42.0
2019-02-15 16:11:00,2.435,0.0,121.938,398.875,42.0
2019-02-15 16:26:00,2.619,0.0,121.359,398.875,44.0
2019-02-15 16:40:00,0.945,0.0,121.188,398.875,42.0
2019-02-15 16:55:00,1.969,0.0,121.672,398.875,42.0
2019-02-15 17:10:00,1.86,0.0,122.391,398.688,42.0
2019-02-15 17:25:00,1.623,0.0,121.891,398.625,42.0
2019-02-15 17:40:00,0.984,0.0,122.172,398.75,42.0
2019-02-15 17:55:00,0.2419999999999999,0.0,122.641,398.875,40.0
2019-02-15 18:10:00,0.133,0.0,122.344,398.562,40.0
2019-02-15 18:25:00,0.005,0.0,122.891,398.75,40.0
2019-02-15 20:25:00,0.0,0.0,122.547,66.875,38.0
2019-02-16 06:27:00,0.0,0.0,123.969,0.0,0.0
2019-02-16 07:25:00,0.0,0.0,122.766,0.0,0.0
2019-02-16 07:40:00,0.1799999999999999,0.0,123.234,399.312,28.0
2019-02-16 07:55:00,0.394,0.0,122.688,399.062,32.0
2019-02-16 08:10:00,1.577,0.0,122.75,398.875,34.0
2019-02-16 08:24:00,1.161,0.0,122.188,398.938,34.0
2019-02-16 08:39:00,1.655,0.0,122.266,399.0,36.0
2019-02-16 08:54:00,2.03,0.0,122.828,398.625,38.0
2019-02-16 09:09:00,2.437,0.0,122.891,398.625,38.0
2019-02-16 09:24:00,2.627,0.0,121.406,399.125,40.0
2019-02-16 09:39:00,2.891,0.0,122.297,399.125,42.0
2019-02-16 09:54:00,3.195,0.0,122.188,399.062,42.0
2019-02-16 10:09:00,3.497,0.0,121.641,399.312,44.0
2019-02-16 10:24:00,4.109,0.0,121.734,398.938,44.0
2019-02-16 10:39:00,4.13,0.0,121.609,398.875,44.0
2019-02-16 10:54:00,4.245,0.0,121.438,398.938,40.0
2019-02-16 11:09:00,4.629,0.0,120.719,398.75,40.0
2019-02-16 11:24:00,5.028,0.0,122.047,398.625,42.0
2019-02-16 11:39:00,4.938,0.0,120.906,399.062,42.0
2019-02-16 11:54:00,5.148,0.0,121.422,399.062,42.0
2019-02-16 12:09:00,5.321,0.0,120.359,399.062,44.0
2019-02-16 12:24:00,2.847,0.0,121.375,398.625,44.0
2019-02-16 12:39:00,2.596,0.0,120.422,398.875,44.0
2019-02-16 12:54:00,2.941,0.0,120.906,398.75,42.0
2019-02-16 13:09:00,3.911,0.0,120.531,398.938,44.0
2019-02-16 13:24:00,1.998,0.0,120.734,398.75,44.0
2019-02-16 13:39:00,5.334,0.0,121.312,398.75,44.0
2019-02-16 13:54:00,1.97,0.0,120.25,398.812,44.0
2019-02-16 14:09:00,2.277,0.0,120.484,398.625,44.0
2019-02-16 14:24:00,3.903,0.0,120.844,398.688,44.0
2019-02-16 14:39:00,2.19,0.0,120.656,398.562,44.0
2019-02-16 14:54:00,5.611,0.0,121.344,398.875,44.0
2019-02-16 15:09:00,4.441,0.0,120.969,399.125,42.0
2019-02-16 15:24:00,3.957,0.0,121.5,398.625,44.0
2019-02-16 15:39:00,1.359,0.0,120.859,398.812,42.0
2019-02-16 15:54:00,3.639,0.0,121.469,398.938,42.0
2019-02-16 16:09:00,2.565,0.0,120.906,398.562,42.0
2019-02-16 16:24:00,0.672,0.0,121.609,398.688,42.0
2019-02-16 16:39:00,0.688,0.0,121.672,398.688,40.0
2019-02-16 16:54:00,0.8389999999999999,0.0,121.688,398.938,40.0
2019-02-16 17:09:00,1.023,0.0,122.188,399.0,40.0
2019-02-16 17:24:00,1.198,0.0,121.906,398.938,40.0
2019-02-16 17:39:00,1.076,0.0,121.922,398.562,40.0
2019-02-16 17:54:00,0.7419999999999999,0.0,122.062,398.688,42.0
2019-02-16 18:09:00,0.2929999999999999,0.0,122.797,398.5,40.0
2019-02-16 18:24:00,0.1759999999999999,0.0,123.109,398.5,40.0
2019-02-16 20:27:00,0.0,0.0,122.969,357.312,44.0
2019-02-17 06:28:00,0.0,,125.25,0.0,0.0
2019-02-17 07:12:00,0.0,,123.047,0.0,0.0
2019-02-17 07:27:00,0.0379999999999999,,122.359,399.312,24.0
2019-02-17 07:42:00,0.2349999999999999,,122.953,398.562,30.0
2019-02-17 07:57:00,0.7129999999999999,,122.469,398.875,32.0
2019-02-17 08:12:00,1.192,,123.125,398.438,34.0
2019-02-17 08:27:00,0.9,,122.312,398.75,36.0
2019-02-17 08:42:00,0.675,,122.594,398.625,36.0
2019-02-17 08:57:00,1.978,,121.984,398.688,38.0
2019-02-17 09:12:00,1.34,,121.969,399.062,38.0
2019-02-17 09:27:00,3.097,,121.797,399.062,38.0
2019-02-17 09:42:00,3.292,,122.391,399.062,42.0
2019-02-17 09:57:00,3.647,,122.734,398.375,42.0
2019-02-17 10:12:00,5.421,,122.891,398.938,40.0
2019-02-17 10:27:00,4.294,,122.5,398.938,42.0
2019-02-17 10:42:00,2.773,,121.984,398.875,40.0
2019-02-17 10:57:00,2.334,,122.344,398.875,44.0
2019-02-17 11:12:00,2.451,,122.656,399.062,42.0
2019-02-17 11:27:00,3.123,,121.781,399.188,42.0
2019-02-17 11:42:00,3.416,,122.812,398.875,40.0
2019-02-17 11:57:00,2.82,,122.359,398.875,40.0
2019-02-17 12:12:00,3.564,,121.516,398.75,40.0
2019-02-17 12:27:00,3.649,,122.109,398.875,40.0
2019-02-17 12:42:00,6.418,,122.828,398.938,42.0
2019-02-17 12:57:00,1.778,,121.984,399.188,44.0
2019-02-17 13:12:00,0.881,,122.203,398.875,42.0
2019-02-17 13:27:00,1.576,,121.422,398.625,42.0
2019-02-17 13:42:00,2.327,,121.078,398.5,42.0
2019-02-17 13:57:00,1.584,,121.5,398.688,42.0
2019-02-17 14:12:00,1.043,,120.578,398.875,42.0
2019-02-17 14:27:00,0.906,,121.562,398.625,40.0
2019-02-17 14:42:00,2.906,,121.562,398.875,40.0
2019-02-17 14:57:00,1.752,,121.188,398.875,40.0
2019-02-17 15:12:00,1.307,,121.484,399.062,40.0
2019-02-17 15:27:00,2.354,,121.828,398.938,40.0
2019-02-17 15:42:00,3.274,,122.172,399.0,40.0
2019-02-17 15:57:00,4.278,,121.984,398.688,40.0
2019-02-17 16:12:00,4.327,,122.109,398.812,40.0
2019-02-17 16:27:00,1.916,,121.859,398.875,40.0
2019-02-17 16:42:00,2.623,,121.859,398.812,40.0
2019-02-17 16:57:00,0.7279999999999999,,121.922,398.875,44.0
2019-02-17 17:12:00,1.361,,121.969,398.812,44.0
2019-02-17 17:27:00,0.7159999999999999,,122.031,398.375,44.0
2019-02-17 17:42:00,0.959,,122.469,399.0,44.0
2019-02-17 17:57:00,0.401,,122.516,398.375,44.0
2019-02-17 18:12:00,0.121,,122.922,398.812,42.0
2019-02-17 18:27:00,0.0259999999999999,,122.562,398.812,42.0
2019-02-17 18:42:00,0.0449999999999999,,122.594,300.125,40.0
2019-02-17 20:28:00,0.0,,124.125,0.4375,0.0
2019-02-18 06:19:00,0.0,,124.625,0.0,0.0
2019-02-18 07:12:00,0.0,,123.062,0.0,0.0
2019-02-18 07:27:00,0.0369999999999999,,122.234,398.438,22.0
2019-02-18 07:42:00,0.8649999999999999,,122.031,398.438,30.0
2019-02-18 07:57:00,1.211,,123.094,399.0,32.0
2019-02-18 08:12:00,1.494,,122.734,399.125,34.0
2019-02-18 08:27:00,1.751,,123.0,398.875,34.0
2019-02-18 08:42:00,1.956,,123.094,398.938,36.0
2019-02-18 08:57:00,2.178,,123.156,399.312,38.0
2019-02-18 09:12:00,2.443,,122.969,399.0,38.0
2019-02-18 09:27:00,2.714,,122.078,398.875,40.0
2019-02-18 09:42:00,2.97,,122.219,399.062,42.0
2019-02-18 09:57:00,3.327,,121.516,398.688,42.0
2019-02-18 10:12:00,3.592,,121.281,398.688,44.0
2019-02-18 10:27:00,3.839,,121.172,398.625,44.0
2019-02-18 10:42:00,4.122,,121.266,399.0,42.0
2019-02-18 10:57:00,4.269,,121.875,398.438,40.0
2019-02-18 11:12:00,4.445,,121.188,399.0,40.0
2019-02-18 11:27:00,4.617,,121.609,398.312,40.0
2019-02-18 11:42:00,4.701,,120.812,398.688,42.0
2019-02-18 11:57:00,4.83,,121.344,399.0,42.0
2019-02-18 12:12:00,4.93,,121.078,398.5,42.0
2019-02-18 12:27:00,5.034,,121.859,398.875,44.0
2019-02-18 12:42:00,5.042,,120.703,398.688,44.0
2019-02-18 12:57:00,3.944,,120.375,398.688,46.0
2019-02-18 13:12:00,1.775,,121.281,398.688,44.0
2019-02-18 13:27:00,5.536,,121.438,398.688,44.0
2019-02-18 13:42:00,6.117,,121.672,398.688,44.0
2019-02-18 13:57:00,3.608,,122.078,398.688,44.0
